Prospect ID,Company,Lead Number,Mobile Number,Lead Source,Lead Origin,Country,Job Title,Lead Stage,Engagement Score,Website,TotalVisits,Page Views Per Visit,Average Time Per Visit,Industry,Source Campaign,Last Activity,Lead Type,Lead Score
6559,142,634902,28,1,1,12,1,0,0,20,7.0,1.75,117.67,0.0,19,10,2,19.513
7421,142,634882,28,1,1,12,1,8,0,20,27.0,5.4,101.45,0.0,19,10,2,22.427500000000002
7153,142,634878,28,3,1,12,1,7,70,20,7.0,2.33,158.75,0.0,12,5,2,47.462
1766,142,634875,28,3,1,12,1,7,30,20,3.0,3.0,31.0,0.0,13,5,2,15.599999999999998
2630,142,634868,28,6,0,12,1,6,0,20,0.0,0.0,0.0,0.0,19,7,2,0.8
7514,142,634857,28,1,1,12,1,8,0,20,1.0,1.0,0.0,0.0,19,1,2,1.3499999999999999
625,142,634850,28,3,0,12,1,7,0,20,2.0,2.0,606.5,0.0,13,12,2,92.575
6505,142,634849,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,12,2,1.0
3394,142,634847,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6525,142,634844,28,3,0,12,1,7,0,20,2.0,1.0,0.0,0.0,13,12,2,1.45
2203,142,634843,28,7,1,12,1,8,0,20,5.0,5.0,49.75,0.0,19,5,2,10.212499999999999
6726,142,634823,28,3,0,12,1,8,0,20,3.0,1.0,88.0,0.0,12,5,2,14.95
7459,142,634817,28,3,1,12,1,7,10,20,4.0,4.0,152.33,0.0,13,5,2,28.1495
7958,142,634813,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
3777,142,634799,28,1,1,26,1,8,0,20,8.0,4.0,187.67,0.0,19,5,2,31.350499999999997
8679,142,634783,28,1,1,12,0,8,0,20,1.0,1.0,0.0,0.0,19,1,2,1.3499999999999999
8484,142,634782,28,7,1,12,1,7,0,20,3.0,3.0,159.0,0.0,19,12,2,25.799999999999997
1396,142,634779,28,1,1,12,1,8,0,20,7.0,2.33,139.0,0.0,19,5,2,23.5995
2659,142,634776,28,7,1,12,1,7,0,20,5.0,5.0,93.25,0.0,19,12,2,16.6375
5440,142,634763,28,7,1,12,1,6,0,20,2.0,2.0,8.0,0.0,19,3,2,2.7
1789,142,634758,28,3,0,12,1,6,0,20,2.0,2.0,620.0,0.0,2,5,2,94.5
9186,142,634753,28,3,0,12,1,2,0,20,2.0,2.0,563.5,0.0,2,5,2,85.625
7664,138,634731,28,14,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,12,2,0.2
7507,142,634728,28,1,1,12,1,7,0,20,4.0,2.0,18.5,0.0,19,12,2,4.775
1017,142,634708,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
6106,142,634700,28,3,1,12,1,8,0,20,6.0,1.5,441.5,0.0,2,5,2,68.64999999999999
7811,142,634699,28,17,1,12,1,8,0,20,4.0,4.0,13.0,0.0,20,12,2,4.35
7419,142,634691,28,1,1,12,1,7,0,20,2.0,2.0,6.0,0.0,19,12,2,2.5
6912,142,634690,28,3,1,12,1,7,0,20,5.0,2.5,121.5,0.0,12,12,2,20.499999999999996
345,142,634685,28,3,0,12,1,8,0,20,6.0,6.0,160.8,0.0,13,5,2,27.220000000000002
9164,142,634669,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
5511,142,634664,28,7,1,12,1,7,0,20,9.0,4.5,414.43,0.0,19,12,2,65.5395
3294,142,634647,28,10,2,37,1,1,0,20,2.0,2.0,102.0,0.0,19,12,2,16.299999999999997
7244,142,634642,28,7,1,12,1,8,0,20,4.0,4.0,63.67,0.0,19,5,2,11.9505
3581,142,634641,28,1,1,12,1,8,0,20,3.0,3.0,88.0,0.0,19,3,2,15.25
7676,142,634636,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,5,2,0.4
8307,142,634632,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
4519,142,634631,28,1,1,12,1,8,0,20,2.0,2.0,1.0,0.0,19,5,2,1.8499999999999999
348,142,634627,28,7,1,12,1,7,0,20,3.0,3.0,54.0,0.0,19,12,2,10.049999999999999
6777,142,634618,28,18,4,37,1,1,0,20,0.0,0.0,0.0,0.0,19,2,2,0.30000000000000004
2444,142,634607,28,3,1,12,1,8,0,20,2.0,2.0,109.0,0.0,5,5,2,18.049999999999997
211,142,634595,28,7,1,12,1,8,0,20,4.0,4.0,40.0,0.0,19,12,2,8.4
7169,142,634594,28,3,1,12,1,6,0,20,5.0,2.5,102.75,0.0,2,5,2,17.587500000000002
1762,142,634592,28,3,1,12,1,7,0,20,4.0,4.0,172.75,0.0,2,5,2,28.212499999999995
4795,142,634560,28,7,1,12,1,8,0,20,6.0,6.0,26.2,0.0,19,7,2,7.029999999999999
6080,142,634536,28,1,1,12,1,2,0,20,1.0,1.0,0.0,0.0,19,2,2,0.75
2547,142,634529,28,3,1,12,1,8,0,20,6.0,3.0,137.5,0.0,13,3,2,23.275
4973,142,634513,28,7,0,12,1,7,0,20,5.0,5.0,254.75,0.0,19,12,2,40.862500000000004
4156,142,634511,28,6,0,37,1,8,0,20,1.0,1.0,0.0,0.0,19,5,2,1.3499999999999999
3250,142,634484,28,1,1,12,1,8,0,20,2.0,2.0,3.0,0.0,19,5,2,2.15
1077,142,634478,28,3,1,12,1,6,0,20,4.0,1.33,5.0,0.0,13,5,2,2.5495
415,142,634474,28,3,1,12,1,8,0,20,4.0,4.0,77.33,0.0,12,5,2,13.9995
4618,142,634466,28,3,0,12,1,7,0,20,4.0,1.33,72.5,0.0,12,12,2,12.774499999999998
5821,142,634459,28,1,1,12,1,8,0,20,4.0,2.0,82.0,0.0,19,5,2,14.399999999999999
8354,142,634422,28,3,1,12,1,8,0,20,4.0,2.0,34.0,0.0,13,5,2,7.199999999999999
7983,142,634396,28,1,1,12,1,7,0,20,4.0,4.0,131.33,0.0,19,12,2,21.999499999999998
8688,142,634389,28,7,0,12,1,8,0,20,7.0,7.0,51.83,0.0,19,5,2,11.224499999999999
6663,142,634368,28,1,1,12,1,8,0,20,7.0,3.5,16.8,0.0,19,5,2,5.445
7464,142,634356,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,5,2,0.4
2457,142,634343,28,3,1,12,1,7,40,20,7.0,7.0,139.0,0.0,13,5,2,36.2
7259,142,634320,28,1,1,12,1,7,0,20,2.0,2.0,22.0,0.0,19,12,2,4.9
675,142,634314,28,1,1,12,1,7,40,20,2.0,2.0,4.0,0.0,19,12,2,14.2
2705,142,634310,28,1,0,12,1,2,0,20,17.0,4.25,219.54,0.0,19,7,2,37.368500000000004
2733,142,634306,28,1,1,12,1,6,0,20,6.0,2.0,92.67,0.0,19,5,2,16.200499999999998
4373,142,634298,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
4095,142,634271,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1371,142,634263,28,3,1,12,1,8,0,20,5.0,5.0,78.5,0.0,13,5,2,14.525
7943,142,634254,28,10,2,37,1,7,40,20,0.0,0.0,0.0,0.0,19,5,2,12.899999999999999
4307,142,634244,28,10,2,37,1,1,0,20,0.0,0.0,0.0,0.0,19,5,2,0.30000000000000004
5884,142,634237,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
2852,142,634228,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7380,142,634222,28,3,0,12,1,2,0,20,2.0,1.0,807.0,0.0,13,5,2,100.0
7529,142,634217,28,6,0,37,1,7,40,20,0.0,0.0,0.0,0.0,19,5,2,12.899999999999999
5539,142,634213,28,3,0,12,1,2,0,20,3.0,3.0,227.0,0.0,12,1,2,35.5
3346,142,634190,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,5,2,0.8
3825,142,634175,28,3,1,12,1,8,0,20,4.0,2.0,103.0,0.0,13,10,2,17.55
4046,142,634167,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,3,2,0.4
2020,142,634153,28,3,0,12,1,7,20,20,2.0,2.0,677.0,0.0,13,5,2,100.0
7042,142,634127,28,7,1,12,1,8,0,20,7.0,7.0,135.0,0.0,19,9,2,23.7
3475,142,634125,28,3,0,12,1,7,20,20,2.0,1.0,82.0,0.0,13,12,2,19.75
2199,142,634106,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
8233,142,634102,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6940,142,634094,28,3,0,12,1,7,0,20,4.0,4.0,450.5,0.0,13,12,2,69.87500000000001
4539,142,634092,28,1,1,9,1,7,100,20,9.0,4.5,95.43,0.0,19,5,2,47.68950000000001
7696,142,634084,28,6,0,37,1,5,0,20,0.0,0.0,0.0,0.0,19,9,2,0.7
8657,142,634083,28,6,0,37,1,5,0,20,0.0,0.0,0.0,0.0,19,9,2,0.7
6728,142,634082,28,3,1,12,1,5,0,20,3.0,3.0,582.0,0.0,5,12,2,89.05
9206,142,634078,28,3,1,12,1,8,0,20,2.0,2.0,141.0,0.0,12,14,2,22.849999999999998
902,142,634068,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
8603,142,634060,28,14,2,37,1,7,20,20,0.0,0.0,0.0,0.0,19,5,2,6.9
5737,142,634057,28,7,1,12,1,7,10,20,3.0,3.0,306.0,0.0,19,12,2,50.85
4830,142,634056,28,10,2,37,1,7,10,20,0.0,0.0,0.0,0.0,19,5,2,3.9000000000000004
76,142,634053,28,3,0,12,1,7,20,20,2.0,1.0,293.0,0.0,13,5,2,51.400000000000006
2264,142,634051,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
3302,142,634047,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
791,142,634043,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
3980,142,634040,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1903,142,634036,28,10,2,37,1,7,80,20,0.0,0.0,0.0,0.0,19,5,2,24.9
1558,142,634029,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,8,2,0.2
2404,142,634027,28,10,2,37,1,7,0,1,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1618,142,634024,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
2589,142,634019,28,3,0,12,1,8,0,20,1.0,1.0,0.0,0.0,13,1,2,1.3499999999999999
591,142,634018,28,10,2,37,1,7,10,20,0.0,0.0,0.0,0.0,19,12,2,3.9000000000000004
3610,142,634015,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
8646,142,633999,28,3,1,12,1,8,0,20,6.0,3.0,62.5,0.0,13,5,2,12.025
5208,142,633998,28,7,1,12,1,8,0,20,8.0,4.0,142.86,0.0,19,5,2,24.629
377,142,633996,28,7,1,12,1,7,10,20,8.0,4.0,123.33,0.0,19,12,2,24.599499999999995
6296,142,633990,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,9,2,1.0
2052,142,633983,28,3,1,12,1,8,0,20,5.0,5.0,64.75,0.0,12,12,2,12.4625
2237,142,633971,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,3,2,0.4
2046,142,633965,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7532,142,633962,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1984,142,633959,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7011,142,633956,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6822,142,633945,28,18,2,37,1,1,0,20,0.0,0.0,0.0,0.0,19,12,2,0.30000000000000004
5173,142,633941,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
8333,142,633939,28,3,0,12,1,8,0,20,5.0,1.0,184.0,0.0,13,5,2,29.749999999999996
8639,142,633928,28,3,1,12,1,8,0,20,3.0,3.0,26.5,0.0,13,12,2,6.0249999999999995
1047,142,633926,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
3107,142,633922,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
9225,142,633921,28,7,1,12,1,8,0,20,3.0,3.0,276.5,0.0,19,1,2,43.525
1479,138,633915,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1503,142,633914,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6659,142,633912,28,3,1,12,1,7,20,20,4.0,2.0,71.5,0.0,13,12,2,18.724999999999998
6143,142,633910,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6614,142,633903,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7539,138,633904,28,14,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
2308,142,633882,28,3,1,12,1,7,20,20,5.0,5.0,92.0,0.0,12,5,2,22.449999999999996
453,142,633878,28,3,1,12,1,8,0,20,4.0,4.0,7.33,0.0,12,12,2,3.4995000000000003
9049,142,633876,28,7,1,12,1,8,0,20,7.0,3.5,170.33,0.0,19,5,2,28.474500000000003
4239,142,633871,28,3,1,12,1,7,40,20,6.0,3.0,214.5,0.0,13,5,2,46.725
3639,142,633863,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,5,2,0.4
1416,142,633862,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
6717,142,633844,28,3,1,12,1,7,70,20,5.0,2.5,80.0,0.0,13,5,2,35.275000000000006
7867,142,633842,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1886,142,633828,28,3,1,12,1,8,0,20,3.0,1.5,55.0,0.0,13,5,2,10.075
4925,142,633825,28,1,1,12,1,8,0,20,4.0,4.0,100.67,0.0,19,14,2,17.5005
3066,142,633813,28,3,0,12,1,8,0,20,2.0,2.0,202.0,0.0,13,5,2,31.999999999999996
4364,142,633810,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
4150,142,633800,28,1,1,12,1,8,0,20,2.0,2.0,6.0,0.0,19,12,2,2.6
6529,142,633795,28,3,1,12,1,8,0,20,4.0,4.0,52.67,0.0,12,5,2,10.3005
7719,142,633778,28,3,1,12,1,7,40,20,8.0,4.0,310.43,0.0,2,5,2,61.664500000000004
8652,142,633777,28,3,1,12,1,5,0,20,3.0,3.0,510.67,0.0,13,10,2,78.3505
8276,142,633775,28,3,0,12,1,7,0,20,2.0,2.0,607.0,0.0,16,12,2,92.65
6463,142,633770,28,7,1,12,1,8,0,20,5.0,5.0,39.75,0.0,19,12,2,8.712499999999999
4089,142,633759,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,2,2,0.4
2792,142,633746,28,7,1,12,1,7,0,20,3.0,3.0,314.33,0.0,19,12,2,49.0995
9152,142,633744,28,3,1,12,1,7,10,20,4.0,4.0,370.0,0.0,2,12,2,60.800000000000004
2754,142,633731,28,3,0,12,1,8,0,20,2.0,1.0,0.0,0.0,2,12,2,1.55
129,142,633715,28,3,1,12,1,8,0,20,3.0,3.0,41.5,0.0,13,10,2,8.274999999999999
8114,142,633680,28,3,0,12,1,7,20,20,3.0,3.0,259.0,0.0,13,5,2,46.800000000000004
2521,142,633673,28,1,1,12,1,7,0,20,2.0,2.0,3.0,0.0,19,12,2,2.0500000000000003
4458,142,633646,28,1,1,12,1,7,0,20,8.0,8.0,55.14,0.0,19,12,2,11.970999999999997
3569,142,633630,28,7,1,12,1,8,0,20,6.0,6.0,49.6,0.0,19,10,2,10.54
6848,142,633621,28,3,1,12,1,8,0,20,5.0,5.0,121.75,0.0,12,5,2,21.0125
6684,142,633608,28,3,1,12,1,8,0,20,3.0,3.0,53.5,0.0,12,10,2,10.075000000000001
7129,142,633605,28,3,1,26,1,8,0,20,2.0,2.0,4.0,0.0,13,5,2,2.3
7383,142,633595,28,3,1,12,1,7,0,20,5.0,5.0,78.75,0.0,12,12,2,14.462499999999999
3770,142,633562,28,1,1,12,1,6,0,20,2.0,2.0,9.0,0.0,19,5,2,2.85
5676,142,633550,28,1,1,12,1,8,0,20,3.0,1.5,5.0,0.0,19,5,2,2.575
7533,142,633548,28,3,1,12,1,7,0,20,2.0,2.0,2.0,0.0,5,12,2,1.9000000000000001
75,142,633531,28,3,1,12,1,7,10,20,6.0,6.0,35.6,0.0,12,12,2,11.339999999999998
7468,142,633527,28,3,0,12,1,8,0,20,3.0,3.0,272.0,0.0,12,5,2,42.849999999999994
4894,142,633515,28,1,1,12,1,0,0,20,3.0,3.0,362.67,0.0,19,12,2,55.6505
5022,142,633484,28,1,1,12,1,7,0,20,5.0,5.0,150.75,0.0,19,1,2,25.2625
3668,142,633476,28,3,1,12,1,7,70,20,8.0,4.0,141.71,0.0,13,10,2,45.35650000000001
1879,142,633475,28,1,1,12,1,8,0,20,3.0,3.0,327.33,0.0,19,10,2,51.149499999999996
2632,142,633455,28,3,1,12,1,7,0,20,4.0,4.0,40.67,0.0,12,12,2,8.4005
2067,142,633453,28,1,1,12,1,8,0,20,2.0,2.0,4.0,0.0,19,5,2,2.3
6487,142,633445,28,1,0,12,1,6,0,20,1.0,1.0,0.0,0.0,19,1,2,1.1500000000000001
2,142,633443,28,3,0,12,1,6,0,20,1.0,1.0,0.0,0.0,12,1,2,1.1500000000000001
1342,142,633440,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
7966,142,633407,28,10,2,37,1,7,30,20,0.0,0.0,0.0,0.0,19,5,2,9.899999999999999
1504,142,633399,28,1,1,12,1,8,0,20,9.0,3.0,83.0,0.0,19,5,2,15.7
7882,142,633392,28,3,0,12,1,8,0,20,2.0,2.0,355.5,0.0,13,12,2,55.025
7744,142,633380,28,7,1,12,1,8,0,20,4.0,2.0,132.5,0.0,19,5,2,21.975
1743,142,633375,28,3,0,12,1,2,0,20,8.0,2.67,164.33,0.0,13,10,2,27.049999999999997
731,142,633372,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
1681,142,633361,28,7,1,12,1,8,0,20,3.0,3.0,44.0,0.0,19,5,2,8.649999999999999
2153,142,633358,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
5754,142,633341,28,3,1,12,1,5,0,20,2.0,2.0,219.0,0.0,5,5,2,34.25000000000001
5327,142,633337,28,3,0,12,1,8,0,20,3.0,3.0,331.0,0.0,2,5,2,51.699999999999996
469,142,633335,28,3,0,12,1,7,80,20,2.0,1.0,0.0,0.0,13,5,2,25.449999999999996
4066,142,633316,28,1,1,12,1,2,0,20,3.0,3.0,56.0,0.0,19,12,2,9.85
2406,142,633312,28,3,1,12,1,0,0,20,3.0,3.0,81.5,0.0,2,5,2,13.475
8436,142,633311,28,1,1,12,1,8,0,20,4.0,4.0,17.67,0.0,19,10,2,5.0504999999999995
1647,142,633307,28,3,1,12,1,7,0,20,2.0,2.0,46.0,0.0,5,12,2,8.499999999999998
3158,142,633260,28,3,1,12,1,8,0,20,3.0,3.0,49.5,0.0,2,5,2,9.475
8599,142,633243,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
6206,142,633239,28,3,0,12,1,7,30,20,2.0,1.0,0.0,0.0,16,5,2,10.45
7798,142,633182,28,3,1,12,1,8,0,20,3.0,1.5,8.0,0.0,13,5,2,3.0250000000000004
4161,142,633177,28,1,1,12,1,8,0,20,2.0,2.0,6.0,0.0,19,5,2,2.6
316,142,633175,28,3,0,12,1,8,0,20,2.0,1.0,0.0,0.0,13,2,2,1.55
9090,142,633173,28,6,0,37,1,5,0,20,0.0,0.0,0.0,0.0,19,3,2,0.7
7128,142,633166,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
8323,142,633154,28,6,0,37,1,7,70,20,4.0,4.0,89.33,0.0,19,5,2,36.69950000000001
6725,142,633149,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
3752,142,633143,28,1,1,12,1,8,0,20,2.0,2.0,15.0,0.0,19,5,2,3.95
3156,142,633140,28,3,0,12,1,7,0,20,2.0,1.0,338.0,0.0,13,12,2,52.15
3308,142,633132,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
1662,142,633126,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,12,2,0.2
3022,142,633122,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
4497,142,633120,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,12,2,0.2
5195,142,633116,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
1142,142,633114,28,3,1,12,1,8,0,20,3.0,3.0,109.0,0.0,13,9,2,18.4
7504,142,633112,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
4199,142,633105,28,6,0,37,1,0,0,20,0.0,0.0,0.0,0.0,19,9,2,0.2
5620,142,633104,28,1,0,12,1,7,170,20,17.0,1.31,342.5,0.0,19,10,2,100.0
7513,142,633070,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,5,2,0.2
5489,142,633061,28,1,1,12,1,8,0,20,3.0,3.0,17.0,0.0,19,5,2,4.6
8828,142,633046,28,3,0,12,1,2,0,20,3.0,1.5,207.5,0.0,12,5,2,32.35
7753,142,633027,28,6,0,37,1,7,70,20,0.0,0.0,0.0,0.0,19,5,2,21.9
7614,142,633014,28,1,1,12,1,8,0,20,3.0,3.0,12.0,0.0,19,10,2,3.8499999999999996
4945,142,633013,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
8041,142,633009,28,3,0,12,1,6,0,20,2.0,1.0,74.0,0.0,13,12,2,12.45
6430,142,632997,28,3,0,12,1,6,0,20,2.0,2.0,596.0,0.0,13,12,2,90.89999999999999
2340,142,632988,28,3,0,12,1,6,0,20,3.0,3.0,242.33,0.0,13,5,2,38.1995
8383,142,632984,28,3,0,12,1,2,0,20,3.0,1.5,451.0,0.0,13,9,2,68.875
3882,142,632948,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
4164,142,632943,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,5,2,0.4
3395,142,632942,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
561,142,632940,28,3,1,12,1,7,0,20,5.0,5.0,95.75,0.0,12,12,2,17.012499999999996
6326,142,632936,28,3,1,12,1,7,70,20,16.0,3.2,241.77,0.0,12,3,2,61.84550000000001
3420,142,632928,28,1,1,12,1,7,0,20,2.0,2.0,532.0,0.0,19,12,2,81.4
4387,142,632926,28,10,2,37,1,0,0,20,0.0,0.0,0.0,0.0,19,17,2,0.2
5800,142,632911,28,1,1,12,1,7,0,20,4.0,4.0,134.33,0.0,19,12,2,22.449499999999997
2497,142,632908,28,3,0,12,1,6,0,20,4.0,4.0,127.75,0.0,12,5,2,21.362499999999997
9125,142,632896,28,7,1,12,1,7,0,20,5.0,5.0,72.0,0.0,19,12,2,13.449999999999998
7054,142,632895,28,1,1,12,1,8,0,20,1.0,1.0,0.0,0.0,19,1,2,1.3499999999999999
2830,142,632892,28,10,2,37,1,7,0,2,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7049,142,632890,28,3,0,12,1,2,0,20,2.0,2.0,350.0,0.0,13,1,2,53.60000000000001
275,142,632880,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,9,2,0.4
7875,142,632876,28,7,0,12,1,7,0,20,5.0,5.0,262.4,0.0,19,12,2,42.01
6794,142,632870,28,3,1,12,1,8,0,20,4.0,2.0,131.5,0.0,13,5,2,21.825
5601,142,632869,28,7,1,12,1,8,0,20,7.0,2.33,36.5,0.0,19,5,2,8.224499999999999
4991,142,632862,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
5928,142,632851,28,6,0,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
7499,142,632839,28,3,1,12,1,7,30,20,15.0,5.0,292.71,0.0,13,5,2,57.5565
5919,142,632837,28,3,1,12,1,8,0,20,4.0,4.0,178.0,0.0,13,5,2,29.099999999999998
1248,142,632833,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,5,2,1.0
1028,142,632831,28,3,0,12,1,2,0,20,2.0,1.0,73.0,0.0,13,5,2,11.899999999999999
2437,142,632819,28,3,1,12,1,7,10,20,4.0,4.0,145.67,0.0,12,5,2,27.150499999999994
1015,142,632816,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
5799,142,632815,28,3,1,12,1,8,0,20,4.0,4.0,54.0,0.0,12,10,2,10.5
2277,142,632807,28,10,2,37,1,7,0,20,0.0,0.0,0.0,0.0,19,12,2,0.9000000000000001
2774,142,632798,28,3,0,12,1,7,50,20,7.0,1.75,426.67,0.0,12,10,2,81.563
463,142,632790,28,6,0,37,1,2,0,20,0.0,0.0,0.0,0.0,19,5,2,0.4
5081,142,632786,28,3,1,12,1,7,20,20,3.0,3.0,125.5,0.0,12,5,2,26.775
5389,142,632785,28,3,1,12,1,8,0,20,4.0,4.0,270.0,0.0,12,5,2,42.9
9042,142,632773,28,11,1,25,1,8,0,20,3.0,3.0,74.5,0.0,19,5,2,13.225
8874,142,632772,28,1,1,12,1,8,0,20,7.0,2.33,82.5,0.0,19,12,2,15.1245
1494,142,632767,28,6,0,37,1,6,0,20,0.0,0.0,0.0,0.0,19,2,2,0.8
2518,142,632763,28,1,1,12,1,7,50,20,3.0,1.5,17.0,0.0,19,5,2,19.275
488,142,632746,28,6,0,12,1,5,0,20,12.0,4.0,386.44,0.0,19,10,2,61.666
6675,142,632733,28,3,1,12,1,8,0,20,5.0,5.0,38.0,0.0,13,5,2,8.45
8832,142,632728,28,3,1,12,1,8,0,20,2.0,2.0,4.0,0.0,12,5,2,2.3
2194,142,632721,28,3,0,12,1,2,0,20,2.0,2.0,104.0,0.0,12,9,2,16.7
5202,142,632714,28,1,1,12,1,7,60,20,6.0,2.0,45.67,0.0,19,10,2,27.2505
7239,142,632702,28,7,1,12,1,7,10,20,3.0,3.0,46.5,0.0,19,12,2,11.924999999999997
5396,142,632692,28,1,1,12,1,8,0,20,6.0,2.0,209.0,0.0,19,5,2,33.85
7150,142,632666,28,6,0,37,1,8,0,20,0.0,0.0,0.0,0.0,19,9,2,1.0
8294,142,632664,28,3,1,12,1,2,0,20,5.0,5.0,331.25,0.0,13,3,2,51.837500000000006
6961,142,632660,28,1,1,12,1,8,0,20,5.0,5.0,70.0,0.0,19,10,2,13.25
4978,142,632641,28,1,1,12,1,6,0,20,15.0,3.0,69.9,0.0,19,7,2,14.735000000000001
1897,142,632629,28,1,1,12,1,7,0,20,7.0,7.0,95.43,0.0,19,12,2,17.6645
4690,142,632611,28,3,0,12,1,7,30,20,2.0,2.0,132.5,0.0,12,12,2,30.475
