Prospect ID,Company,Lead Number,Mobile Number,Lead Source,Lead Origin,Country,Job Title,Lead Stage,Engagement Score,Website,TotalVisits,Page Views Per Visit,Average Time Per Visit,Industry,Source Campaign,Last Activity,Lead Type
1884,142,641106,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
7111,142,641097,28,3,0,12,1,6,0,20,3.0,1.5,291.0,,13,9,2
8702,142,641093,28,1,1,12,1,7,100,20,9.0,9.0,158.63,,19,5,2
7554,185,641091,28,1,1,12,1,0,0,13,2.0,2.0,246.0,,19,5,2
3765,142,641084,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
1428,142,641082,28,3,1,12,1,8,0,20,8.0,2.67,79.6,,16,12,2
784,142,641072,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,5,2
3426,142,641066,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
3697,142,641062,28,3,0,12,1,2,0,20,2.0,1.0,139.0,,13,9,2
1519,142,641056,28,3,1,12,1,8,0,20,3.0,3.0,5.5,,5,5,2
9068,148,641053,28,1,0,12,1,7,50,20,5.0,1.67,518.5,,19,12,2
7039,142,641040,28,3,0,12,1,6,0,20,2.0,2.0,423.0,,13,5,2
1757,142,641037,28,3,1,12,1,7,30,20,5.0,5.0,52.0,,12,12,2
8058,142,641025,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
7472,142,641017,28,6,0,37,1,7,40,20,0.0,0.0,0.0,,19,12,2
6069,142,641008,28,3,0,12,1,7,60,20,3.0,1.5,386.0,,13,12,2
8257,142,640995,28,3,1,12,1,8,0,20,5.0,5.0,43.8,,13,5,2
1363,142,640974,28,3,1,12,1,7,60,20,4.0,4.0,125.67,,13,5,2
5413,142,640972,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
2555,142,640969,28,3,1,12,1,7,150,20,4.0,4.0,115.67,,2,10,2
6503,142,640961,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
8290,142,640957,28,1,1,12,1,7,30,20,2.0,2.0,9.0,,19,5,2
4559,142,640952,28,3,0,12,1,6,0,20,2.0,2.0,373.0,,13,9,2
6836,142,640928,28,3,1,37,1,8,0,20,3.0,3.0,73.0,,13,12,2
809,142,640921,28,3,0,12,1,6,0,20,1.0,1.0,0.0,,11,1,2
120,142,640909,28,3,1,12,1,5,0,20,4.0,4.0,89.67,,13,5,2
6838,142,640896,28,1,1,12,1,8,0,20,2.0,2.0,4.0,,19,5,2
5629,142,640890,28,7,0,12,1,2,0,20,2.0,2.0,113.0,,19,5,2
3595,142,640869,28,3,0,12,1,6,0,20,3.0,1.5,192.0,,12,5,2
8798,142,640866,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
157,142,640818,28,1,1,12,1,8,0,20,2.0,2.0,2.0,,19,5,2
3707,142,640809,28,6,0,37,1,5,0,20,0.0,0.0,0.0,,19,9,2
7705,142,640806,28,1,1,35,1,8,0,20,2.0,2.0,3.0,,19,5,2
5574,142,640799,28,6,0,12,1,7,70,20,8.0,4.0,432.67,,19,12,2
4140,142,640771,28,1,1,12,1,8,0,20,5.0,1.25,4.0,,19,10,2
6856,142,640766,28,7,1,12,1,8,0,20,3.0,3.0,168.67,,19,5,2
3382,142,640752,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
6281,142,640751,28,3,0,12,1,7,10,20,2.0,2.0,213.0,,13,12,2
7828,142,640717,28,3,0,12,1,7,50,20,3.0,3.0,235.0,,13,5,2
5943,142,640716,28,3,1,12,1,8,0,20,5.0,5.0,52.25,,12,5,2
6859,142,640714,28,7,1,12,1,7,120,20,13.0,2.17,268.44,,19,9,2
7260,142,640707,28,1,1,12,1,2,0,20,2.0,2.0,2.0,,19,5,2
8326,142,640698,28,1,1,12,1,0,0,20,1.0,1.0,0.0,,19,2,2
5278,142,640674,28,6,0,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
2439,142,640652,28,6,0,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
6934,142,640643,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
554,142,640642,28,1,1,12,1,8,0,20,9.0,1.8,84.25,,19,5,2
8976,142,640639,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
8590,142,640630,28,6,0,12,1,7,20,20,3.0,1.5,132.0,,19,12,2
1727,142,640629,28,3,1,12,1,8,0,20,5.0,2.5,40.33,,12,12,2
1578,142,640614,28,1,1,12,1,8,0,20,2.0,2.0,13.0,,19,5,2
5917,142,640598,28,7,1,12,1,8,0,20,3.0,3.0,35.0,,19,5,2
7148,142,640590,28,14,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
7952,142,640584,28,1,1,20,1,8,0,20,3.0,3.0,455.0,,19,5,2
8592,142,640577,28,3,0,12,1,7,80,20,4.0,2.0,255.33,,13,10,2
5349,142,640576,28,3,1,12,1,7,10,20,5.0,2.5,33.33,,2,12,2
4980,142,640572,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
5607,142,640542,28,3,1,12,1,8,0,20,3.0,1.5,561.5,,12,5,2
7972,142,640537,28,3,0,12,1,7,40,20,2.0,1.0,0.0,,2,5,2
7759,142,640527,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
4194,142,640525,28,3,1,12,1,7,20,20,2.0,2.0,8.0,,2,5,2
2800,142,640506,28,6,0,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
9060,142,640502,28,3,1,12,1,8,0,20,5.0,5.0,60.25,,2,10,2
189,142,640498,28,1,1,12,1,8,0,20,6.0,6.0,151.0,,19,5,2
4171,142,640494,28,3,1,12,1,8,0,20,2.0,2.0,175.0,,13,1,2
8055,142,640469,28,10,2,37,1,0,0,5,0.0,0.0,0.0,,19,5,2
8184,142,640459,28,3,1,12,1,7,30,20,6.0,6.0,67.0,,13,12,2
8721,142,640456,28,3,0,12,1,8,0,20,2.0,1.0,133.0,,13,5,2
3338,142,640453,28,3,0,12,1,6,0,20,2.0,2.0,316.0,,2,10,2
1312,142,640446,28,1,1,12,1,7,30,20,5.0,5.0,22.0,,19,12,2
147,142,640442,28,7,1,12,1,7,80,20,4.0,4.0,106.5,,19,3,2
2706,142,640435,28,3,1,12,1,8,0,20,4.0,4.0,255.0,,11,5,2
8605,142,640421,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,9,2
7655,142,640415,28,1,1,12,1,7,10,20,3.0,3.0,78.0,,19,12,2
2576,142,640411,28,1,1,12,1,6,0,20,6.0,2.0,161.0,,19,5,2
5311,142,640398,28,3,0,12,1,6,0,20,3.0,3.0,347.5,,13,2,2
4071,142,640391,28,7,1,12,1,7,100,20,11.0,11.0,164.2,,19,12,2
3276,142,640387,28,7,1,12,1,7,30,20,4.0,2.0,90.0,,19,5,2
4988,142,640385,28,3,0,12,1,0,0,20,10.0,2.0,475.11,,2,12,2
4877,142,640384,28,7,0,12,1,3,0,20,3.0,1.5,216.5,,19,5,2
5280,142,640373,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
6965,142,640364,28,3,1,12,1,7,50,20,3.0,3.0,140.5,,16,5,2
6915,148,640348,28,14,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
729,142,640332,28,7,1,12,1,8,0,20,5.0,5.0,182.0,,19,13,2
3031,142,640331,28,3,1,12,1,6,0,20,3.0,3.0,362.0,,2,5,2
4672,142,640326,28,3,1,11,1,8,0,20,3.0,3.0,24.5,,13,5,2
6348,142,640325,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
6356,142,640308,28,6,0,37,1,8,0,20,0.0,0.0,0.0,,19,2,2
7142,142,640295,28,10,2,37,1,0,0,20,,,,,19,17,2
2568,142,640278,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,12,2
5277,142,640266,28,3,0,12,1,6,0,20,1.0,1.0,0.0,,13,1,2
427,142,640258,28,1,1,12,1,7,170,20,2.0,2.0,17.0,,19,12,2
2068,142,640256,28,3,1,12,1,7,210,20,4.0,2.0,369.0,,12,5,2
5051,142,640238,28,7,1,12,1,6,0,20,14.0,7.0,214.5,,19,9,2
7752,142,640235,28,1,1,12,1,8,0,20,2.0,2.0,7.0,,19,12,2
4404,142,640222,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
6395,142,640219,28,3,0,12,1,8,0,20,3.0,1.0,133.0,,13,5,2
7778,142,640205,28,10,2,37,1,7,120,20,7.0,7.0,126.0,,19,5,2
7679,142,640191,28,10,2,12,1,7,60,20,3.0,3.0,82.33,,19,12,2
4377,142,640187,28,3,0,12,1,7,50,20,2.0,2.0,373.0,,13,5,2
1780,142,640177,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
6921,142,640156,28,10,2,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
8033,142,640149,28,3,1,12,1,7,60,20,5.0,5.0,79.5,,12,12,2
3123,142,640135,28,3,1,12,1,7,10,20,4.0,4.0,338.5,,2,12,2
3256,142,640133,28,3,0,12,1,6,0,20,3.0,1.5,389.0,,12,9,2
1941,142,640127,28,1,1,37,1,7,0,20,1.0,1.0,0.0,,19,2,2
4,142,640120,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
264,138,640115,28,18,2,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
5522,142,640112,28,3,0,12,1,8,0,20,2.0,2.0,150.0,,12,12,2
42,142,640108,28,3,0,12,1,7,10,20,2.0,2.0,493.5,,12,12,2
5783,142,640107,28,3,1,12,1,8,0,20,4.0,4.0,194.0,,2,3,2
7750,142,640096,28,3,0,12,1,7,20,20,3.0,1.0,132.0,,2,12,2
8377,142,640081,28,18,2,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
6601,142,640073,28,3,0,12,1,7,50,20,5.0,5.0,208.2,,12,12,2
8604,142,640071,28,3,0,12,1,7,40,20,5.0,5.0,525.25,,12,12,2
8982,142,640067,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
8218,142,640057,28,3,1,12,1,7,130,20,10.0,2.5,170.0,,12,5,2
7690,142,640041,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
5260,142,640040,28,3,1,12,1,7,30,20,3.0,3.0,393.67,,16,12,2
6339,142,640035,28,3,1,12,1,7,130,20,9.0,4.5,316.63,,13,5,2
4742,142,640032,28,3,1,12,1,8,0,20,4.0,4.0,48.0,,12,5,2
4750,142,640027,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
369,142,640025,28,7,0,12,1,8,0,20,5.0,1.25,456.0,,19,5,2
3110,142,640024,28,3,1,12,1,8,0,20,3.0,1.5,15.0,,13,5,2
1570,142,640021,28,3,0,12,1,6,0,20,2.0,2.0,268.0,,13,9,2
7026,142,640009,28,3,1,12,1,8,0,20,5.0,5.0,232.0,,13,5,2
8043,142,640007,28,3,0,12,1,6,0,20,1.0,1.0,0.0,,13,1,2
516,142,640002,28,3,1,12,1,8,0,20,4.0,4.0,174.75,,16,9,2
4076,142,639981,28,3,0,12,1,8,0,20,4.0,2.0,365.5,,13,5,2
1748,142,639977,28,10,2,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
6513,142,639967,28,3,0,12,1,7,70,20,2.0,2.0,122.5,,12,5,2
4390,142,639937,28,3,0,12,1,5,0,20,2.0,2.0,52.0,,13,1,2
6662,142,639895,28,3,1,12,1,8,0,20,5.0,1.67,17.0,,13,13,2
1289,142,639881,28,3,1,12,1,8,0,20,5.0,2.5,180.67,,12,10,2
8279,142,639874,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,10,2
6336,142,639869,28,1,1,12,1,8,0,20,3.0,3.0,221.5,,19,5,2
3138,142,639868,28,1,0,12,1,7,130,20,13.0,2.6,111.88,,19,8,2
3063,142,639866,28,1,1,12,1,7,90,20,9.0,4.5,223.71,,19,5,2
9092,142,639863,28,1,1,12,1,5,0,20,4.0,4.0,214.33,,19,5,2
2640,142,639859,28,7,1,12,1,7,70,20,3.0,1.5,2.0,,19,3,2
7175,142,639858,28,7,1,12,1,8,0,20,3.0,3.0,244.0,,19,14,2
7829,142,639852,28,1,1,12,1,2,0,20,4.0,4.0,47.67,,19,10,2
1823,142,639824,28,1,1,12,1,7,260,20,13.0,2.17,125.86,,19,12,2
7629,142,639815,28,1,1,12,1,8,0,20,2.0,2.0,5.0,,19,12,2
6800,142,639774,28,3,1,12,1,8,0,20,4.0,4.0,237.25,,13,5,2
4278,142,639772,28,1,1,12,1,8,0,20,7.0,1.4,244.5,,19,5,2
900,142,639754,28,3,1,12,1,8,0,20,3.0,3.0,253.5,,12,5,2
1318,142,639722,28,1,1,12,1,7,50,20,3.0,1.5,6.0,,19,12,2
7029,142,639710,28,3,0,12,1,7,80,20,3.0,3.0,216.0,,12,12,2
4431,142,639709,28,3,0,12,1,2,0,20,1.0,1.0,0.0,,13,1,2
6625,142,639704,28,3,1,12,1,8,0,20,4.0,4.0,41.33,,13,5,2
5922,142,639685,28,3,1,12,1,6,0,20,2.0,2.0,9.0,,5,5,2
5092,142,639636,28,10,2,37,1,8,0,20,0.0,0.0,0.0,,19,5,2
8954,142,639624,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
2393,142,639620,28,3,1,12,1,7,20,20,8.0,2.67,125.2,,13,5,2
7119,142,639615,28,3,1,12,1,8,0,20,5.0,5.0,42.0,,13,5,2
8681,142,639603,28,10,2,37,1,7,20,20,0.0,0.0,0.0,,19,5,2
4039,142,639602,28,10,2,37,1,0,0,20,,,,,19,17,2
1103,142,639600,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
122,142,639594,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
3914,142,639589,28,3,0,12,1,2,0,20,2.0,1.0,1131.0,,13,3,2
3172,142,639585,28,1,1,12,1,6,0,20,4.0,4.0,41.0,,19,10,2
125,142,639583,28,7,1,12,1,7,150,20,7.0,3.5,152.83,,19,12,2
6444,142,639580,28,1,1,12,1,8,0,20,4.0,4.0,73.67,,19,10,2
1581,142,639577,28,3,0,12,1,7,50,20,2.0,2.0,1013.0,,13,5,2
5113,142,639575,28,6,0,12,1,2,0,20,2.0,1.0,,,19,7,2
9183,142,639571,28,7,1,12,1,7,150,20,4.0,4.0,243.0,,19,5,2
3915,142,639564,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
3126,148,639547,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
6592,142,639541,28,7,0,12,1,5,0,20,16.0,4.0,153.14,,19,10,2
2485,142,639530,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
8243,142,639528,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,5,2
6020,138,639518,28,14,2,37,1,7,50,20,0.0,0.0,0.0,,19,5,2
8811,142,639509,28,6,0,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
1272,142,639507,28,3,0,12,1,7,30,20,2.0,2.0,225.0,,13,5,2
1917,142,639506,28,1,1,37,1,6,0,20,2.0,2.0,166.5,,19,5,2
6776,142,639504,28,3,0,12,1,7,10,20,2.0,2.0,133.0,,12,12,2
7718,142,639471,28,3,0,12,1,7,70,20,3.0,3.0,355.0,,12,12,2
169,142,639464,28,7,1,12,1,8,0,20,4.0,2.0,88.5,,19,5,2
5627,142,639460,28,3,1,12,1,8,0,20,6.0,6.0,34.4,,12,12,2
2205,142,639459,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
6093,142,639458,28,7,0,12,1,7,60,20,7.0,1.75,237.67,,19,12,2
8862,142,639455,28,3,0,12,1,7,90,20,3.0,3.0,129.33,,2,5,2
9010,142,639449,28,3,1,12,1,7,60,20,7.0,7.0,102.83,,13,5,2
9144,142,639444,28,3,0,12,1,7,30,20,3.0,3.0,367.0,,13,5,2
4032,142,639435,28,6,0,37,1,7,40,20,0.0,0.0,0.0,,19,5,2
4654,142,639434,28,3,0,12,1,6,0,20,2.0,2.0,639.5,,2,10,2
5580,142,639428,28,6,0,37,1,1,0,20,0.0,0.0,0.0,,19,5,2
4843,142,639415,28,1,1,12,1,7,50,20,5.0,5.0,447.4,,19,12,2
2295,142,639414,28,3,1,12,1,8,0,20,8.0,8.0,51.14,,2,5,2
8889,142,639408,28,3,1,12,1,7,70,20,7.0,7.0,236.17,,3,5,2
4827,142,639391,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,5,2
3270,142,639387,28,1,1,12,1,7,40,20,2.0,2.0,17.0,,19,12,2
8088,142,639385,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
7981,142,639384,28,6,0,37,1,7,40,20,0.0,0.0,0.0,,19,5,2
4985,142,639377,28,1,1,12,1,7,60,20,4.0,4.0,308.5,,19,5,2
5424,93,639376,28,3,1,12,1,7,10,20,3.0,3.0,23.5,,13,12,2
2092,142,639373,28,3,1,12,1,7,30,20,9.0,3.0,71.5,,13,12,2
1595,142,639359,28,1,1,12,1,8,0,20,7.0,7.0,209.86,,19,5,2
685,142,639358,28,3,1,12,1,8,0,20,10.0,2.5,105.17,,13,10,2
909,142,639343,28,7,1,12,1,2,0,20,6.0,6.0,188.2,,19,5,2
2786,142,639342,28,10,2,37,1,7,10,20,0.0,0.0,0.0,,19,12,2
3474,142,639333,28,10,2,37,1,1,0,20,0.0,0.0,0.0,,19,5,2
4705,142,639330,28,1,1,26,1,8,0,20,3.0,1.5,40.0,,19,5,2
15,142,639324,28,3,1,12,1,8,0,20,2.0,2.0,39.0,,13,12,2
814,142,639321,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,12,2
5285,142,639320,28,3,0,12,1,7,10,20,2.0,2.0,239.0,,13,7,2
1750,142,639314,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
8532,142,639312,28,7,1,37,1,7,260,20,16.0,2.67,274.64,,19,5,2
1937,142,639311,28,10,2,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
3282,142,639304,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
7928,142,639302,28,3,1,12,1,7,20,20,5.0,1.67,31.5,,13,12,2
7086,142,639299,28,3,0,12,1,8,0,20,2.0,2.0,775.0,,13,5,2
1755,142,639298,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
826,142,639297,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,12,2
8238,142,639296,28,1,1,12,1,7,20,20,4.0,4.0,19.33,,19,12,2
1839,142,639293,28,1,1,12,1,8,0,20,6.0,3.0,86.2,,19,13,2
6024,168,639288,28,10,2,37,1,0,0,20,,,,,19,2,2
3505,101,639282,28,10,2,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
2582,142,639253,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,5,2
5944,142,639249,28,6,0,37,1,7,20,20,0.0,0.0,0.0,,19,12,2
2865,142,639246,28,10,2,37,1,0,0,20,,,,,19,17,2
6611,142,639245,28,3,0,12,1,7,40,20,3.0,3.0,973.67,,12,5,2
6265,142,639242,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
6981,142,639224,28,1,1,35,1,8,0,20,4.0,1.33,346.5,,19,5,2
7616,142,639215,28,3,0,12,1,7,90,20,2.0,2.0,371.0,,2,5,2
9028,142,639214,28,3,1,12,1,0,0,20,5.0,2.5,278.75,,13,5,2
3463,142,639211,28,10,2,37,1,0,0,20,0.0,0.0,0.0,,19,3,2
1018,142,639205,28,3,0,12,1,8,0,20,2.0,2.0,243.5,,13,5,2
664,142,639204,28,3,0,12,1,6,0,20,2.0,1.0,0.0,,13,9,2
4700,142,639201,28,3,1,12,1,8,0,20,5.0,2.5,419.0,,13,12,2
5570,142,639195,28,3,1,12,1,8,0,20,4.0,4.0,69.67,,2,12,2
5863,142,639181,28,10,2,37,1,7,0,20,,,,,19,2,2
8777,142,639176,28,1,1,12,1,8,0,20,9.0,3.0,98.0,,19,5,2
2523,142,639157,28,7,0,12,1,7,80,20,7.0,1.75,252.33,,19,9,2
1585,142,639151,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,5,2
1900,142,639150,28,6,0,37,1,6,0,20,0.0,0.0,0.0,,19,9,2
9234,142,639147,28,7,1,12,1,7,140,20,4.0,4.0,303.0,,19,5,2
6693,142,639137,28,3,1,12,1,8,0,20,4.0,4.0,151.75,,13,12,2
8305,142,639134,28,18,2,37,1,7,10,20,0.0,0.0,0.0,,19,12,2
7621,142,639133,28,3,0,12,1,7,20,20,3.0,3.0,492.67,,2,12,2
6595,142,639121,28,6,0,12,1,7,260,20,23.0,2.09,141.14,,19,9,2
3353,138,639120,28,3,0,12,1,7,40,20,5.0,1.67,316.67,,2,12,2
6000,142,639109,28,1,1,12,1,8,0,20,3.0,3.0,203.0,,19,12,2
1402,142,639104,28,3,1,12,1,7,30,20,5.0,2.5,30.0,,13,12,2
5279,142,639099,28,10,2,37,1,7,90,20,2.0,2.0,190.0,,19,13,2
3108,142,639086,28,3,0,12,1,7,10,20,2.0,1.0,126.0,,13,12,2
5662,142,639079,28,6,0,37,1,0,0,20,0.0,0.0,0.0,,19,2,2
4579,142,639056,28,7,1,12,1,7,80,20,5.0,5.0,56.0,,19,12,2
8072,142,639055,28,3,1,12,1,7,20,20,3.0,3.0,91.0,,2,5,2
4166,142,639054,28,14,2,37,1,7,0,20,0.0,0.0,0.0,,19,12,2
3711,142,639044,28,3,0,12,1,6,0,20,2.0,2.0,557.0,,2,9,2
4044,142,639022,28,3,0,12,1,2,0,20,2.0,2.0,501.0,,13,10,2
5682,142,639020,28,3,0,12,1,7,50,20,4.0,2.0,509.33,,13,12,2
6105,142,639019,28,1,1,12,1,8,0,20,4.0,2.0,79.0,,19,12,2
7968,142,639017,28,3,0,12,1,2,0,20,2.0,2.0,1093.0,,12,10,2
6686,142,639014,28,1,1,12,1,8,0,20,10.0,1.43,219.67,,19,5,2
2910,142,638999,28,1,1,12,1,8,0,20,9.0,2.25,299.67,,19,10,2
3246,142,638993,28,3,1,12,1,7,30,20,5.0,5.0,90.5,,12,12,2
5998,138,638954,28,3,0,12,1,0,0,20,12.0,2.4,262.11,,2,5,2
5951,142,638937,28,3,1,12,1,6,0,20,5.0,5.0,62.5,,11,10,2
165,142,638934,28,1,1,12,1,8,0,20,5.0,2.5,403.0,,19,12,2
2601,142,638922,28,3,1,12,1,8,0,20,8.0,4.0,414.57,,12,5,2
1022,142,638889,28,1,1,12,1,8,0,20,3.0,1.5,3.0,,19,5,2
8659,142,638885,28,1,1,12,1,6,0,20,2.0,2.0,3.0,,19,5,2
3174,142,638862,28,1,1,12,0,2,0,20,5.0,5.0,103.0,,19,12,2
639,142,638858,28,3,0,12,1,8,0,20,5.0,5.0,160.75,,12,5,2
3288,142,638855,28,1,1,12,1,8,0,20,3.0,3.0,95.5,,19,12,2
8056,142,638851,28,3,1,12,1,6,0,20,8.0,8.0,261.71,,12,5,2
6181,142,638848,28,3,1,12,1,7,10,20,4.0,4.0,45.33,,13,12,2
454,142,638770,28,3,0,12,1,8,0,20,1.0,1.0,0.0,,2,13,2
8362,142,638764,28,3,1,12,1,7,20,20,5.0,2.5,185.67,,2,12,2
6128,142,638761,28,3,1,12,1,8,0,20,3.0,3.0,379.0,,6,5,2
2116,142,638696,28,3,1,12,1,8,0,20,4.0,4.0,37.67,,12,5,2
7275,142,638694,28,1,1,12,1,2,0,20,2.0,2.0,1.0,,19,12,2
4775,142,638686,28,3,1,12,1,0,0,20,3.0,3.0,35.0,,12,12,2
673,142,638674,28,3,1,12,1,8,0,20,5.0,2.5,90.67,,13,10,2
522,142,638668,28,1,1,12,1,2,0,20,55.0,55.0,59.33,,19,10,2
8229,142,638626,28,6,0,37,1,7,110,20,4.0,2.0,62.5,,19,10,2
4686,142,638616,28,6,0,12,1,5,0,20,3.0,1.5,405.0,,19,3,2
6674,142,638583,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
8125,142,638579,28,3,1,12,1,8,0,20,4.0,4.0,64.33,,2,5,2
1260,142,638526,28,3,1,12,1,7,110,20,7.0,7.0,84.33,,12,8,2
4987,142,638518,28,3,0,12,1,7,20,20,4.0,4.0,125.67,,2,5,2
9075,142,638505,28,3,0,12,1,7,50,20,3.0,3.0,146.5,,12,5,2
5163,142,638503,28,1,1,12,1,7,30,20,3.0,3.0,28.0,,19,12,2
2600,142,638488,28,1,1,12,1,7,20,20,2.0,2.0,3.0,,19,12,2
7215,142,638481,28,1,0,12,1,6,0,20,5.0,2.5,109.0,,19,9,2
8718,142,638468,28,1,1,12,1,6,0,20,5.0,2.5,102.0,,19,9,2
7030,142,638453,28,3,1,12,1,8,0,20,4.0,4.0,197.0,,13,5,2
7677,142,638451,28,3,1,12,1,3,0,20,3.0,3.0,237.5,,5,12,2
2549,142,638430,28,3,0,12,1,8,0,20,2.0,2.0,67.0,,16,3,2
992,142,638425,28,1,1,12,1,8,0,20,3.0,3.0,89.0,,19,5,2
3605,142,638412,28,3,1,12,1,6,0,20,2.0,2.0,4.0,,5,5,2
6083,142,638399,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,3,2
5639,142,638390,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
6989,142,638377,28,1,1,12,1,6,0,20,3.0,3.0,34.5,,19,10,2
3494,142,638374,28,7,1,12,1,7,20,20,3.0,3.0,406.0,,19,14,2
8654,142,638356,28,3,0,12,1,8,0,20,6.0,6.0,190.2,,13,10,2
8576,142,638355,28,3,0,12,1,8,0,20,2.0,2.0,80.0,,13,10,2
8663,142,638325,28,1,1,12,1,8,0,20,3.0,3.0,81.33,,19,12,2
5717,142,638321,28,6,0,37,1,7,50,20,0.0,0.0,0.0,,19,5,2
8626,142,638316,28,3,1,12,1,8,0,20,7.0,3.5,80.2,,12,14,2
8405,142,638307,28,6,0,37,1,2,0,20,0.0,0.0,0.0,,19,9,2
8668,142,638288,28,7,1,12,1,8,0,20,5.0,5.0,79.0,,19,5,2
4808,142,638283,28,7,1,12,1,6,0,20,3.0,3.0,63.5,,19,10,2
4317,142,638274,28,3,1,12,1,2,0,20,18.0,6.0,160.27,,13,10,2
2166,142,638220,28,1,1,12,1,2,0,20,2.0,2.0,2.0,,19,5,2
1754,142,638198,28,3,0,12,1,6,0,20,3.0,3.0,84.5,,11,5,2
4930,142,638197,28,1,1,12,1,8,0,20,3.0,3.0,150.33,,19,5,2
3643,142,638184,28,3,0,12,1,7,40,20,6.0,6.0,97.4,,11,10,2
6854,142,638180,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,5,2
8650,142,638158,28,1,1,12,1,6,0,20,3.0,3.0,43.0,,19,5,2
5533,142,638149,28,6,0,37,1,7,10,20,0.0,0.0,0.0,,19,12,2
3534,142,638121,28,1,0,12,1,7,110,20,8.0,4.0,78.0,,19,5,2
290,142,638078,28,1,1,12,1,8,0,20,2.0,2.0,2.0,,19,5,2
7879,142,638076,28,1,0,12,1,6,0,20,10.0,3.33,89.43,,19,9,2
5544,142,638072,28,3,1,12,1,8,0,20,5.0,5.0,167.6,,1,5,2
4679,142,638046,28,1,1,12,1,0,0,20,11.0,5.5,201.56,,19,5,2
3329,142,638028,28,7,1,12,1,8,0,20,3.0,3.0,66.0,,19,13,2
7585,142,638023,28,7,1,12,1,8,0,20,4.0,4.0,74.0,,19,5,2
8655,142,638022,28,1,1,12,1,8,0,20,2.0,2.0,2.0,,19,13,2
3002,142,638014,28,3,1,12,1,7,70,20,7.0,7.0,41.33,,11,5,2
4422,142,637996,28,3,1,12,1,8,0,20,4.0,4.0,196.0,,13,12,2
